statefips,year,month,day_endofweek,bg_posts,bg_posts_ss30,bg_posts_ss55,bg_posts_ss60,bg_posts_ss65,bg_posts_ss70,bg_posts_jz1,bg_posts_jzgrp12,bg_posts_jz2,bg_posts_jz3,bg_posts_jzgrp345,bg_posts_jz4,bg_posts_jz5
8,2021,7,2,.0723,.,.,.,.,.,.347,.224,.212,.0424,-.000142,-.0287,-.0209
8,2021,7,9,-.104,.,.,.,.,.,.17,.00838,-.00714,-.166,-.155,-.134,-.201
8,2021,7,16,.184,.,.,.,.,.,.736,.366,.331,.142,.0945,.0859,-.0186
8,2021,7,23,-.013,.,.,.,.,.,.336,.116,.0948,.00584,-.0748,-.14,-.0733
8,2021,7,30,-.00447,.,.,.,.,.,.261,.138,.126,.0812,-.0597,-.153,-.135
8,2021,8,6,.129,.,.,.,.,.,.423,.327,.318,.144,.0407,-.0194,-.0457
8,2021,8,13,-.0456,.,.,.,.,.,.384,.111,.0849,-.0682,-.115,-.157,-.102
8,2021,8,20,.0326,.,.,.,.,.,.414,.157,.133,-.0271,-.0282,-.0278,-.0333
8,2021,8,27,.0658,.,.,.,.,.,.286,.241,.237,.0249,-.029,-.0414,-.147
8,2021,9,3,-.0326,.,.,.,.,.,.107,.11,.11,-.0783,-.108,-.106,-.207
8,2021,9,10,-.0617,.,.,.,.,.,-.0189,.0554,.0626,-.0811,-.124,-.172,-.0705
8,2021,9,17,.114,.,.,.,.,.,.425,.241,.224,.152,.0424,-.0347,.00451
8,2021,9,24,-.0418,.,.,.,.,.,.244,.159,.151,-.104,-.147,-.153,-.25
8,2021,10,1,-.0916,.,.,.,.,.,-.255,-.077,-.0599,-.0623,-.109,-.172,-.0107
8,2021,10,8,.0845,.,.,.,.,.,.146,.219,.226,.047,.0141,-.0161,.0293
8,2021,10,15,.103,.314,.398,-.111,.0153,.0652,.209,.202,.201,.135,.049,-.000403,-.0237
8,2021,10,22,.0933,.251,.289,-.143,.113,.175,.121,.19,.197,.136,.0348,-.0522,.0598
8,2021,10,29,-.109,-.15,-.0578,-.229,-.123,-.108,.0157,-.00969,-.0121,-.141,-.163,-.163,-.226
8,2021,11,5,-.0304,.176,.162,-.211,-.115,-.0652,.0692,.0284,.0245,-.0368,-.0633,-.0698,-.12
8,2021,11,12,-.0233,-.0108,.14,-.138,-.0102,-.0852,.0126,.016,.0163,-.0236,-.0545,-.0625,-.118
8,2021,11,19,.288,.35,.593,.0361,.397,.37,.445,.367,.36,.301,.249,.192,.308
8,2021,11,26,.145,.328,.324,.0487,.2,-.038,-.0676,.128,.147,.138,.14,.123,.208
8,2021,12,3,.248,.237,.371,.0242,.327,.248,.0959,.314,.335,.308,.218,.113,.349
8,2021,12,10,.372,.28,.565,.071,.423,.342,.28,.512,.534,.416,.32,.256,.271
8,2021,12,17,.341,.256,.476,.0101,.541,.183,.311,.387,.394,.543,.335,.205,.202
8,2021,12,24,.381,.391,.713,.0662,.724,.256,.176,.326,.34,.764,.426,.192,.292
8,2021,12,31,-.168,-.269,-.0202,-.336,-.0855,-.253,-.208,-.138,-.131,-.0675,-.173,-.258,-.172
8,2022,1,7,-.0163,-.164,.137,-.143,-.0468,-.00487,.0535,.0917,.0954,-.000597,-.0634,-.0949,-.135
8,2022,1,14,.127,.394,.348,.0963,.0401,-.0901,.00629,.0568,.0617,.146,.146,.17,.0575
8,2022,1,21,.208,.337,.444,.0391,.21,.0536,-.055,.22,.246,.244,.208,.167,.255
8,2022,1,28,.428,.575,.822,.235,.387,.147,.0739,.39,.421,.485,.443,.414,.426
8,2022,2,4,.424,.324,.572,.192,.61,.714,.781,.559,.538,.44,.358,.231,.598
8,2022,2,11,.197,.263,.505,.0131,.217,.0794,.255,.227,.224,.163,.171,.183,.151
8,2022,2,18,.214,.482,.378,.0305,.208,.392,.371,.343,.341,.137,.145,.14,.182
8,2022,2,25,.474,.865,.938,.32,.492,.432,.373,.48,.491,.538,.471,.436,.399
8,2022,3,4,.336,.487,.455,.094,.315,.411,.638,.427,.407,.333,.292,.25,.323
8,2022,3,11,.418,.568,.596,.198,.52,.376,.538,.471,.465,.418,.389,.34,.485
8,2022,3,18,.29,.319,.472,.0331,.398,.355,.458,.338,.326,.329,.267,.196,.35
8,2022,3,25,.293,.676,.564,.0829,.323,.222,.387,.318,.311,.285,.271,.261,.265
8,2022,4,1,.224,.337,.45,.0268,.227,.27,.439,.295,.282,.207,.178,.139,.242
8,2022,4,8,.211,.179,.392,-.0619,.32,.248,.489,.287,.268,.146,.166,.166,.232
9,2021,4,16,.252,.,.,.,.,.,.401,.475,.482,.233,.118,.0665,.0414
9,2021,4,23,.599,.,.,.,.,.,.768,1.23,1.27,.583,.278,.0404,.38
9,2021,4,30,.93,.,.,.,.,.,.57,1.22,1.28,1.23,.797,.407,1
9,2021,5,7,.827,.,.,.,.,.,1.35,1.02,.994,1.03,.723,.532,.68
9,2021,5,14,1.19,.,.,.,.,.,1.73,1.44,1.46,1.23,1.16,.833,1.08
9,2021,5,21,.4,.,.,.,.,.,.565,.664,.673,.549,.277,-.00449,.587
9,2021,5,28,.381,.,.,.,.,.,.285,.726,.767,.498,.218,.0956,.018
9,2021,6,4,.382,.,.,.,.,.,1.07,.627,.585,.46,.245,.0858,.293
9,2021,6,11,.2,.,.,.,.,.,.00966,.227,.247,.19,.2,.191,.251
9,2021,6,18,.5,.,.,.,.,.,1.95,.845,.742,.552,.291,.134,.239
9,2021,6,25,.289,.,.,.,.,.,.377,.508,.52,.361,.183,.0669,.173
9,2021,7,2,.552,.,.,.,.,.,.884,.545,.514,.814,.542,.283,.776
9,2021,7,9,.32,.,.,.,.,.,.391,.298,.289,.513,.323,.154,.452
9,2021,7,16,.404,.,.,.,.,.,1.45,.578,.497,.579,.334,.202,.238
9,2021,7,23,.588,.,.,.,.,.,1.29,1.06,1.04,.556,.347,.263,.178
9,2021,7,30,.144,.,.,.,.,.,.372,.167,.148,.222,.138,.123,.0138
9,2021,8,6,.358,.,.,.,.,.,1.05,.68,.646,.445,.189,.0822,-.00552
9,2021,8,13,.42,.,.,.,.,.,.203,.732,.781,.604,.279,.169,-.0511
9,2021,8,20,.337,.,.,.,.,.,.676,.586,.578,.234,.143,.084,.138
9,2021,8,27,.185,.,.,.,.,.,.193,.32,.331,.225,.104,.0683,-.0345
9,2021,9,3,.239,.,.,.,.,.,.295,.361,.367,.371,.15,.0624,-.0304
9,2021,9,10,.618,.,.,.,.,.,1.98,1.44,1.42,.402,.165,-.0292,.279
9,2021,9,17,.393,.,.,.,.,.,.971,.78,.762,.548,.182,-.0521,.151
9,2021,9,24,.226,.,.,.,.,.,.174,.466,.493,.304,.0965,-.00314,-.0221
9,2021,10,1,.544,.,.,.,.,.,.058,.615,.667,1.23,.507,-.00314,.45
9,2021,10,8,.875,.,.,.,.,.,.633,.991,1.02,1.23,.793,.395,.923
9,2021,10,15,.625,.447,.567,.254,.635,.0528,.184,1.02,1.1,.719,.381,.201,.239
9,2021,10,22,.509,.524,.465,-.0562,.951,.0801,.329,.708,.743,.806,.422,.223,.25
9,2021,10,29,.491,.155,.431,.0944,.491,.474,.295,.798,.845,.543,.358,.282,.214
9,2021,11,5,.338,.159,.167,-.0606,.664,-.0619,.251,.532,.558,.643,.259,.0427,.14
9,2021,11,12,.206,.0478,.218,-.0911,.458,-.12,.213,.226,.228,.304,.175,.0889,.175
9,2021,11,19,.92,.531,.9,.437,1.37,.581,.85,.906,.912,1.23,.944,.547,1.08
9,2021,11,26,.557,.572,.525,.0758,1.08,.0656,.0435,.44,.477,.929,.609,.326,.822
9,2021,12,3,.611,.544,.372,.0966,1.04,.685,.444,.754,.783,.827,.54,.211,.961
9,2021,12,10,.779,.317,.656,.318,1.37,.403,.618,.824,.843,1.23,.783,.418,.706
9,2021,12,17,.548,.188,.394,.11,.939,.158,.415,.511,.52,.846,.599,.436,.594
9,2021,12,24,1.01,.498,.883,.446,1.37,.401,.338,1.11,1.18,1.23,.992,.591,1.08
9,2021,12,31,.332,-.0922,.193,-.0911,.54,-.0528,0,.596,.651,.519,.243,.0238,.349
9,2022,1,7,.301,.0802,.0714,-.105,.692,.175,.444,.357,.349,.79,.304,.00269,.233
9,2022,1,14,.446,.916,.324,.193,.529,-.113,.0918,.375,.401,.661,.487,.389,.434
9,2022,1,21,.817,.454,.796,.292,1.12,.12,.14,.832,.896,1.23,.855,.555,.965
9,2022,1,28,.618,.619,.867,.289,.885,.0346,.169,.519,.552,.929,.675,.511,.66
9,2022,2,4,.975,.524,.388,.381,1.37,1.36,1.33,1.14,1.12,1.23,.926,.33,1.08
9,2022,2,11,.658,.628,.771,.278,1.03,.146,.662,.503,.488,1.03,.739,.581,.627
9,2022,2,18,.287,.258,.382,.00273,.449,-.0146,.372,.21,.195,.396,.296,.215,.34
9,2022,2,25,.556,.688,.767,.17,.761,.335,.42,.423,.423,.783,.608,.512,.544
9,2022,3,4,.873,.425,.845,.233,1.37,.426,1.02,.741,.715,1.23,.976,.474,.943
9,2022,3,11,1.19,.913,1.07,.703,1.37,1.04,1.4,1.14,1.11,1.23,1.16,.965,1.08
9,2022,3,18,.363,.358,.182,.078,.74,.0656,.348,.264,.256,.682,.421,.229,.478
9,2022,3,25,.624,.486,.891,.321,1.16,.148,.382,.388,.388,1.19,.766,.435,.924
9,2022,4,1,.4,.491,.501,.0693,.624,.315,.415,.315,.305,.515,.417,.289,.61
9,2022,4,8,.713,.507,1.23,.358,1.26,.213,.271,.522,.546,.825,.807,.685,1.08
10,2021,4,16,-.028,.,.,.,.,.,.233,.356,.364,-.192,-.191,-.0963,-.384
10,2021,4,23,.31,.,.,.,.,.,1.26,.818,.79,.163,.115,.14,-.0199
10,2021,4,30,.723,.,.,.,.,.,1.98,1.44,1.46,.363,.378,.568,.00766
10,2021,5,7,1.11,.,.,.,.,.,1.11,1.19,1.19,.96,1.07,1.25,.902
10,2021,5,14,.383,.,.,.,.,.,.937,.626,.607,.446,.248,.14,.13
10,2021,5,21,.994,.,.,.,.,.,1.87,1.44,1.46,.485,.543,.717,.28
10,2021,5,28,.775,.,.,.,.,.,1.67,1.42,1.4,.633,.501,.555,.161
10,2021,6,4,.44,.,.,.,.,.,1.19,.626,.591,.248,.334,.528,.0781
10,2021,6,11,.214,.,.,.,.,.,.635,.302,.281,-.0331,.133,.313,.0505
10,2021,6,18,-.202,.,.,.,.,.,-.0943,-.102,-.103,-.288,-.245,-.232,-.198
10,2021,6,25,-.00818,.,.,.,.,.,.434,.197,.182,-.355,-.152,.0365,-.191
10,2021,7,2,-.0288,.,.,.,.,.,.358,.0458,.0264,-.183,-.087,.0439,-.191
10,2021,7,9,.00354,.,.,.,.,.,-.044,.0663,.0731,-.146,-.0385,-.0432,.158
10,2021,7,16,.0379,.,.,.,.,.,1.98,.309,.188,-.233,-.113,.0173,-.176
10,2021,7,23,-.213,.,.,.,.,.,1.11,-.153,-.232,-.298,-.259,-.104,-.513
10,2021,7,30,-.165,.,.,.,.,.,.384,-.0494,-.0762,-.206,-.218,-.141,-.397
10,2021,8,6,-.0264,.,.,.,.,.,.786,.255,.222,-.155,-.147,-.0373,-.363
10,2021,8,13,-.137,.,.,.,.,.,.208,-.0582,-.0747,-.319,-.218,-.0373,-.418
10,2021,8,20,-.106,.,.,.,.,.,.937,-.0333,-.0933,-.18,-.188,-.0963,-.391
10,2021,8,27,-.0296,.,.,.,.,.,-.119,-.0494,-.0451,-.0225,-.0341,.0292,-.185
10,2021,9,3,-.188,.,.,.,.,.,-.044,-.222,-.233,-.274,-.184,.0631,-.541
10,2021,9,10,-.113,.,.,.,.,.,.157,.0311,.0233,-.231,-.165,-.0137,-.366
10,2021,9,17,.0973,.,.,.,.,.,.484,.173,.154,.308,-.00796,-.0831,-.4
10,2021,9,24,-.133,.,.,.,.,.,.635,.135,.104,-.348,-.291,-.179,-.427
10,2021,10,1,-.208,.,.,.,.,.,.157,-.146,-.165,-.373,-.278,-.148,-.384
10,2021,10,8,-.0757,.,.,.,.,.,-.572,-.0992,-.07,-.316,-.0965,.125,-.176
10,2021,10,15,-.0733,-.00924,.825,-.196,-.414,-.267,-.17,-.159,-.159,-.155,-.0997,.0439,-.302
10,2021,10,22,.0965,-.0684,.318,.0738,-.083,-.0381,-.27,.166,.193,.101,.0201,.0661,-.216
10,2021,10,29,-.0688,-.445,.0799,-.14,.0559,.324,.182,-.0611,-.0762,.0888,-.0851,-.113,-.329
10,2021,11,5,-.207,-.438,-.0377,-.371,-.303,-.0286,-.145,-.026,-.0187,-.122,-.292,-.324,-.522
10,2021,11,12,.0775,-.238,.632,.104,.0226,.0952,.0818,.0106,.00622,.287,.119,.102,-.133
10,2021,11,19,.279,.457,.674,.0866,-.0247,.314,.308,.575,.591,.0605,.12,.197,.0628
10,2021,11,26,.322,.567,.581,.168,-.0177,1.29,.434,.514,.519,.28,.215,.254,.023
10,2021,12,3,.0973,.25,.192,-.187,-.101,1.02,.736,.432,.414,-.146,-.0653,.041,-.145
10,2021,12,10,.1,-.061,.526,-.136,-.191,.0762,.233,.252,.253,-.0102,.0264,.13,-.124
10,2021,12,17,.334,.723,.683,.198,-.114,.295,.384,.321,.317,.0871,.314,.573,.17
10,2021,12,24,.107,.412,.626,-.0417,-.314,.181,.258,.0399,.0264,-.104,.0978,.324,-.023
10,2021,12,31,-.111,.0647,.0136,-.187,-.322,0,.208,-.115,-.135,-.152,-.151,-.0949,-.268
10,2022,1,7,-.305,.0499,-.3,-.277,-.504,-.0857,-.17,-.252,-.257,-.199,-.327,-.343,-.513
10,2022,1,14,-.359,-.201,-.134,-.217,-.512,-.21,-.0692,-.382,-.401,-.3,-.366,-.384,-.443
10,2022,1,21,-.0809,.146,.183,-.187,-.243,-.257,-.371,-.0363,-.0156,-.0384,-.124,-.144,-.231
10,2022,1,28,.00475,.0425,.548,.159,-.253,.0952,.208,.0707,.0622,-.00663,-.0207,.0262,-.142
10,2022,2,4,.181,.102,.261,-.0545,-.0372,1.68,1.98,.763,.666,.0217,-.05,-.145,.023
10,2022,2,11,.0856,.471,.27,.0267,.0434,.105,.333,.339,.339,-.0667,-.0194,-.00628,.0352
10,2022,2,18,-.325,-.416,-.0317,-.508,-.264,-.114,-.0943,-.37,-.387,-.445,-.351,-.353,-.185
10,2022,2,25,.584,1.34,1.66,.703,-.179,.419,.61,.157,.129,.227,.697,1.33,.201
10,2022,3,4,.149,.782,1,.228,-.2,.181,.182,-.0011,-.0124,-.0084,.17,.453,-.109
10,2022,3,11,.575,1.26,1.24,.566,-.00521,.581,.484,.207,.19,.266,.671,1.1,.489
10,2022,3,18,.428,1.05,.879,.544,-.179,.971,.912,.312,.275,.0959,.427,.84,.145
10,2022,3,25,.414,1.4,1.29,.651,-.187,.124,.535,.0795,.0513,.16,.5,.917,.225
10,2022,4,1,.345,1.37,1.04,.399,-.143,.724,.786,.0663,.0218,.133,.398,.688,.256
10,2022,4,8,.409,.967,1.64,.48,-.161,.19,.635,.14,.109,.057,.453,.918,.173
11,2021,4,16,-.0509,.,.,.,.,.,-.129,.0272,.0426,-.0375,-.0462,-.072,.0416
11,2021,4,23,-.0721,.,.,.,.,.,-.0235,-.0277,-.0281,.00172,-.0596,-.111,.0513
11,2021,4,30,-.0385,.,.,.,.,.,-.329,-.113,-.0918,.0713,.00556,-.0513,.133
11,2021,5,7,-.0959,.,.,.,.,.,-.494,-.243,-.218,-.124,-.053,-.0634,.0874
11,2021,5,14,.429,.,.,.,.,.,.165,.414,.439,.338,.419,.335,.861
11,2021,5,21,.459,.,.,.,.,.,-.235,.587,.668,.594,.441,.322,.688
11,2021,5,28,.234,.,.,.,.,.,.424,.16,.134,.203,.282,.244,.541
11,2021,6,4,.0212,.,.,.,.,.,.0588,.114,.119,.037,.0318,-.0599,.38
11,2021,6,11,.0634,.,.,.,.,.,.0941,.248,.263,.0125,.0556,.00911,.297
11,2021,6,18,-.226,.,.,.,.,.,-.259,-.175,-.167,-.256,-.231,-.274,-.0305
11,2021,6,25,-.182,.,.,.,.,.,-.0824,-.0667,-.0652,-.188,-.195,-.206,-.161
11,2021,7,2,-.127,.,.,.,.,.,-.165,-.103,-.0964,-.169,-.127,-.165,.0804
11,2021,7,9,-.231,.,.,.,.,.,-.412,-.251,-.235,-.217,-.206,-.21,-.178
11,2021,7,16,-.141,.,.,.,.,.,.0588,.0461,.0449,-.112,-.161,-.204,-.061
11,2021,7,23,-.209,.,.,.,.,.,-.153,-.104,-.0988,-.177,-.201,-.221,-.161
11,2021,7,30,-.178,.,.,.,.,.,-.118,-.141,-.143,-.0992,-.156,-.208,-.0361
11,2021,8,6,-.0875,.,.,.,.,.,.318,.162,.147,-.0943,-.12,-.18,.0721
11,2021,8,13,-.255,.,.,.,.,.,-.365,-.279,-.27,-.234,-.233,-.252,-.16
11,2021,8,20,-.114,.,.,.,.,.,.2,-.00237,-.0223,-.117,-.118,-.17,.0832
11,2021,8,27,-.213,.,.,.,.,.,-.118,-.123,-.123,-.147,-.215,-.241,-.208
11,2021,9,3,-.177,.,.,.,.,.,-.2,-.0794,-.0675,-.164,-.172,-.202,-.068
11,2021,9,10,-.299,.,.,.,.,.,-.153,-.167,-.168,-.306,-.307,-.331,-.218
11,2021,9,17,-.0099,.,.,.,.,.,.0824,.185,.195,.0262,-.0347,-.0884,.0874
11,2021,9,24,-.109,.,.,.,.,.,.2,-.00975,-.0304,-.121,-.107,-.12,-.0388
11,2021,10,1,-.176,.,.,.,.,.,-.271,-.191,-.183,-.245,-.164,-.161,-.0624
11,2021,10,8,-.129,.,.,.,.,.,-.153,-.142,-.14,-.217,-.143,-.176,.0874
11,2021,10,15,-.133,-.162,.284,-.315,-.0548,-.104,-.118,-.0994,-.0976,-.0914,-.128,-.173,-.00693
11,2021,10,22,-.143,.294,.12,-.357,.163,-.167,-.165,-.123,-.118,-.123,-.141,-.168,-.0624
11,2021,10,29,-.267,-.26,-.172,-.361,-.0448,-.263,-.376,-.278,-.268,-.202,-.246,-.282,-.166
11,2021,11,5,-.235,-.205,-.00451,-.409,-.257,-.00997,.306,.0113,-.0177,-.243,-.266,-.294,-.19
11,2021,11,12,-.266,-.495,-.0158,-.455,.0718,-.334,-.529,-.296,-.273,-.197,-.248,-.3,-.118
11,2021,11,19,.0424,.0539,.395,-.122,.452,-.0522,.0588,.00923,.00434,.087,.0857,.0452,.241
11,2021,11,26,.255,.134,.467,.199,.581,.00411,-.224,.0736,.103,.244,.309,.275,.533
11,2021,12,3,.0994,.0663,.242,-.152,.38,.143,-.0588,.0662,.0785,.0556,.125,.121,.24
11,2021,12,10,.0431,-.00154,.375,-.159,.275,-.0123,-.282,.0799,.116,.14,.0864,.0491,.155
11,2021,12,17,-.0448,-.0817,.115,-.215,.158,-.0358,-.165,.0356,.0553,.0801,-.0323,-.0992,.068
11,2021,12,24,-.179,-.285,.0316,-.415,.119,-.275,-.129,-.177,-.182,-.117,-.16,-.209,-.0319
11,2021,12,31,-.333,-.365,-.122,-.482,-.21,-.352,-.176,-.251,-.259,-.274,-.319,-.358,-.229
11,2022,1,7,-.34,-.254,-.253,-.493,-.23,-.245,-.294,-.208,-.2,-.362,-.357,-.368,-.305
11,2022,1,14,-.0541,.664,-.0113,-.283,.398,-.322,-.424,-.167,-.142,.201,-.00237,-.0774,.00139
11,2022,1,21,.193,.479,.944,-.0829,.291,.0088,-.0706,-.0129,-.00724,.212,.292,.333,.244
11,2022,1,28,.238,.282,.989,-.0456,.34,.112,.0588,.158,.168,.301,.292,.285,.311
11,2022,2,4,-.0622,.19,.187,-.261,.299,-.195,-.212,-.0815,-.0686,-.0346,-.0409,-.0806,.104
11,2022,2,11,.0996,.313,.589,-.202,.41,.0815,.0941,.0999,.1,.122,.126,.0809,.304
11,2022,2,18,-.122,-.0878,.133,-.357,.116,-.113,-.0353,-.0741,-.0779,-.125,-.134,-.178,.0208
11,2022,2,25,.139,.313,.449,-.13,.245,.18,.247,.0873,.0715,.136,.168,.163,.234
11,2022,3,4,.00619,.0971,.271,-.238,.26,.33,.765,.294,.248,-.00809,-.018,-.0867,.234
11,2022,3,11,.176,.393,.47,-.017,.49,.168,.0941,.135,.139,.194,.196,.128,.462
11,2022,3,18,.0883,.159,.312,-.26,.157,.595,.541,.311,.288,.11,.0789,.0241,.248
11,2022,3,25,.00882,.0293,.354,-.268,.254,.497,.447,.165,.138,.0419,-.00127,-.0584,.16
11,2022,4,1,-.0258,-.00154,.242,-.353,.254,.41,.376,.244,.231,.00858,-.0696,-.136,.0763
11,2022,4,8,.0885,.122,.576,-.315,.419,.504,.506,.248,.222,.161,.0838,-.000893,.302
12,2021,4,16,.435,.,.,.,.,.,.97,.69,.664,.438,.296,.215,.135
12,2021,4,23,.374,.,.,.,.,.,.921,.611,.582,.402,.226,.071,.184
12,2021,4,30,.494,.,.,.,.,.,.753,.683,.676,.566,.392,.249,.321
12,2021,5,7,.548,.,.,.,.,.,.655,.593,.588,.77,.545,.389,.368
12,2021,5,14,.743,.,.,.,.,.,1.06,.963,.954,.849,.598,.393,.486
12,2021,5,21,.219,.,.,.,.,.,.758,.441,.411,.259,.0891,-.0165,-.0806
12,2021,5,28,.368,.,.,.,.,.,.523,.466,.461,.474,.324,.235,.16
12,2021,6,4,.479,.,.,.,.,.,.849,.686,.67,.456,.341,.306,.12
12,2021,6,11,.296,.,.,.,.,.,.575,.492,.484,.296,.18,.135,-.0114
12,2021,6,18,.593,.,.,.,.,.,.738,1.07,1.1,.507,.308,.231,-.0273
12,2021,6,25,.0774,.,.,.,.,.,.237,.149,.141,.142,.038,.0199,-.203
12,2021,7,2,.142,.,.,.,.,.,.422,.23,.213,.221,.0954,.0385,-.0932
12,2021,7,9,-.028,.,.,.,.,.,.308,.0599,.0367,-.00551,-.0818,-.114,-.203
12,2021,7,16,.275,.,.,.,.,.,1.11,.443,.38,.347,.193,.0495,.181
12,2021,7,23,.277,.,.,.,.,.,.684,.368,.338,.355,.226,.198,-.0556
12,2021,7,30,.103,.,.,.,.,.,.993,.179,.102,.172,.0664,.0423,-.159
12,2021,8,6,.204,.,.,.,.,.,.974,.331,.271,.281,.142,.0994,-.128
12,2021,8,13,.0766,.,.,.,.,.,.386,.217,.201,.0878,-.00132,-.00503,-.241
12,2021,8,20,.0767,.,.,.,.,.,.476,.186,.159,.0835,-.000249,-.025,-.164
12,2021,8,27,.166,.,.,.,.,.,.282,.257,.254,.225,.102,.0506,-.0978
12,2021,9,3,-.0279,.,.,.,.,.,.185,.0754,.0652,-.0176,-.101,-.122,-.276
12,2021,9,10,.134,.,.,.,.,.,.384,.317,.311,.192,.0326,-.0977,-.0361
12,2021,9,17,.0866,.,.,.,.,.,.352,.178,.162,.11,.00591,-.0488,-.127
12,2021,9,24,.0731,.,.,.,.,.,.254,.212,.208,.0619,-.0257,-.0305,-.258
12,2021,10,1,-.0506,.,.,.,.,.,.13,.0101,-.00114,-.0724,-.101,-.116,-.137
12,2021,10,8,.212,.,.,.,.,.,.518,.306,.286,.256,.158,.109,.0228
12,2021,10,15,.161,.314,.308,-.106,.0345,.205,.438,.27,.255,.189,.0863,.0578,-.119
12,2021,10,22,.109,.361,.242,-.181,.0369,-.00366,.263,.229,.226,.144,.0322,-.0208,-.127
12,2021,10,29,.116,.227,.0873,-.084,.0113,.197,.52,.222,.194,.132,.049,.0397,-.156
12,2021,11,5,.0624,-.0393,.194,-.151,-.0595,.18,.361,.194,.178,.0631,-.021,-.0375,-.209
12,2021,11,12,.353,.282,.386,.0677,.369,.427,.735,.462,.436,.417,.288,.197,.188
12,2021,11,19,.615,.501,.61,.188,.878,.719,1.05,.667,.631,.827,.598,.371,.613
12,2021,11,26,.199,.234,.177,.0665,.152,.345,.363,.245,.234,.201,.17,.164,.101
12,2021,12,3,.21,.131,.263,-.0831,.117,.536,.7,.342,.309,.205,.132,.0763,.0861
12,2021,12,10,.312,.228,.409,.029,.238,.524,.701,.446,.422,.355,.244,.197,.0709
12,2021,12,17,.5,.245,.575,.175,.462,.679,.918,.614,.585,.537,.441,.391,.314
12,2021,12,24,.406,.263,.512,.135,.407,.667,.845,.517,.486,.487,.349,.244,.265
12,2021,12,31,.185,-.0114,.174,-.0869,.174,.575,.564,.343,.322,.27,.108,-.0173,.0185
12,2022,1,7,.31,.0831,.188,-.0974,.393,.658,.976,.476,.429,.431,.229,.0879,.0717
12,2022,1,14,.382,.584,.563,.162,.282,.269,.643,.406,.384,.422,.356,.365,.148
12,2022,1,21,.608,.491,.701,.277,.586,.686,.798,.67,.658,.744,.587,.512,.361
12,2022,1,28,.569,.582,.719,.319,.562,.572,.656,.551,.541,.716,.582,.538,.332
12,2022,2,4,.718,.607,.64,.454,.887,1.26,1.41,.927,.882,.752,.597,.406,.716
12,2022,2,11,.79,.653,.826,.429,1.01,.943,1.35,.824,.776,1,.782,.626,.615
12,2022,2,18,.425,.51,.528,.137,.482,.644,.779,.499,.472,.493,.378,.295,.295
12,2022,2,25,.76,.696,.882,.376,.882,.911,1.11,.769,.737,.944,.759,.632,.61
12,2022,3,4,.874,.525,.918,.51,.952,1.44,1.5,.99,.941,.994,.81,.668,.708
12,2022,3,11,.737,.59,.77,.543,.82,.792,1.1,.784,.754,.836,.694,.605,.554
12,2022,3,18,.712,.639,.666,.327,.744,.901,1.1,.875,.854,.854,.631,.456,.515
12,2022,3,25,.718,.674,.935,.407,.844,.76,1.1,.819,.793,.901,.671,.486,.565
12,2022,4,1,.64,.535,.777,.309,.77,.741,1.02,.689,.658,.753,.599,.424,.676
12,2022,4,8,.737,.5,.681,.557,.94,.832,1.19,.782,.743,.765,.701,.622,.751
13,2021,4,16,.448,.,.,.,.,.,.955,.854,.844,.37,.247,.188,.127
13,2021,4,23,.403,.,.,.,.,.,.599,.723,.735,.303,.235,.183,.244
13,2021,4,30,.554,.,.,.,.,.,.812,.795,.793,.509,.446,.366,.58
13,2021,5,7,.641,.,.,.,.,.,.683,.998,1.03,.662,.484,.343,.528
13,2021,5,14,.964,.,.,.,.,.,1.05,1.39,1.42,.804,.703,.567,.946
13,2021,5,21,.24,.,.,.,.,.,.231,.5,.524,.212,.115,.02,.211
13,2021,5,28,.69,.,.,.,.,.,.577,1.06,1.11,.614,.506,.414,.557
13,2021,6,4,.443,.,.,.,.,.,.607,.631,.633,.423,.333,.259,.368
13,2021,6,11,.526,.,.,.,.,.,.604,.875,.9,.348,.343,.338,.345
13,2021,6,18,.643,.,.,.,.,.,.637,1.09,1.13,.649,.419,.273,.336
13,2021,6,25,.0151,.,.,.,.,.,-.0647,.127,.144,-.00554,-.0377,-.0744,.0148
13,2021,7,2,.249,.,.,.,.,.,.259,.41,.424,.222,.165,.106,.234
13,2021,7,9,.0681,.,.,.,.,.,.397,.169,.149,-.00372,.0144,.0118,.0762
13,2021,7,16,.28,.,.,.,.,.,.552,.496,.491,.212,.181,.177,.106
13,2021,7,23,.101,.,.,.,.,.,.214,.16,.155,.143,.0739,.05,-.0294
13,2021,7,30,.166,.,.,.,.,.,.387,.422,.425,.151,.0394,-.0125,-.0754
13,2021,8,6,.111,.,.,.,.,.,.74,.313,.275,.0627,.0139,.0105,-.112
13,2021,8,13,.139,.,.,.,.,.,.422,.289,.277,.112,.0621,.0711,-.116
13,2021,8,20,.115,.,.,.,.,.,.783,.318,.276,.0561,-.0156,-.0472,-.0961
13,2021,8,27,.233,.,.,.,.,.,.355,.391,.394,.237,.147,.118,.00158
13,2021,9,3,.173,.,.,.,.,.,.352,.319,.316,.274,.105,.0259,-.0627
13,2021,9,10,.147,.,.,.,.,.,.144,.395,.417,.0573,.0167,-.0384,.117
13,2021,9,17,.194,.,.,.,.,.,.332,.412,.419,.0716,.0199,.0216,-.134
13,2021,9,24,.0479,.,.,.,.,.,.0647,.251,.268,-.00755,-.0606,-.0705,-.173
